type,timestamp,wall_ts,wall_time_iso,angle,distance,snr_db,coherence,diameter_m,update_flag,error_plane_us,error_near_us,rho_hat,valid,loudness_db,loudness_rms,loudness_peak_abs,sound_pressure_level_db,frame_rms,peak_abs
data,0.2986666666666667,1776433633.2496693,2026-04-17T21:47:13.249+08:00,196.67233677469582,0.05966469428889665,-56.40468254550942,6.805378920573828,0.24,1,368.0717466054976,739.5347072978726,0.395522837170005,True,73.48058443362139,0.009441896105723446,0.026964652680256638,75.41732781172513,0.011800390689627504,0.0045166015625
data,0.32,1776433633.2703633,2026-04-17T21:47:13.270+08:00,191.5270427712145,0.05668742896794659,-58.3576441001843,6.082500065853578,0.24,0,373.07092701491064,541.5949246419867,0.06649985262788428,True,73.55869528333128,0.009527188539553753,0.02181738555692593,75.36457401688673,0.011728938160123957,0.004852294921875
data,0.3413333333333333,1776433633.3001552,2026-04-17T21:47:13.300+08:00,191.5270427712145,0.05668742896794659,-54.932483363054835,6.547693321959719,0.24,0,154.8123463979997,632.9969692751881,3.3911670020526308,True,75.53120845216995,0.011956124212076038,0.02605685267758611,76.76267160539349,0.013777282891062437,0.0054931640625
data,0.3626666666666667,1776433633.3205242,2026-04-17T21:47:13.320+08:00,191.5270427712145,0.05668742896794659,-58.26009242757448,7.022249455718839,0.24,0,126.65844329846438,698.6849129856571,3.834559199479816,True,74.6213671430816,0.010767090237194622,0.04099972802355949,77.13149432052386,0.014374896012115602,0.005950927734375
data,0.384,1776433633.3396719,2026-04-17T21:47:13.339+08:00,268.56163547120184,0.22823114674797387,-55.60298082943471,6.76228049036872,0.24,0,214.54907686918145,738.3020515525147,2.780182066941934,True,75.26625283538895,0.011596919364224205,0.03605290756394588,77.35955024691131,0.014757320452613656,0.005889892578125
data,0.4053333333333333,1776433633.3587408,2026-04-17T21:47:13.358+08:00,264.03992203731104,0.4107329642443914,-56.61200349696201,7.739417599160188,0.24,1,122.28018696228186,604.8884603147364,0.509477807035008,True,75.27987953086418,0.01161512725304825,0.03600492991954341,78.10656403524447,0.01608267172827139,0.00579833984375
data,0.4266666666666667,1776433633.3842251,2026-04-17T21:47:13.384+08:00,286.8390059336516,0.4298093703262609,-54.376951568930785,7.107452139710759,0.24,1,258.46645693704414,575.1393007024201,0.46532111998873993,True,76.94582726844253,0.014070883233588545,0.032921003023342006,78.34630826671093,0.016532761815923835,0.00750732421875
data,0.448,1776433633.4005945,2026-04-17T21:47:13.400+08:00,309.82090649927216,0.09901577646835122,-55.35956601439595,6.441310162173025,0.24,1,460.6687624448845,441.0854714200988,0.10887577175960025,True,77.71419400152024,0.015372329886238458,0.04004894153140959,79.10676037128056,0.01804546236901021,0.0069580078125
data,0.4693333333333333,1776433633.419654,2026-04-17T21:47:13.419+08:00,306.6264649855175,0.08738128539517853,-52.78893728877276,6.656872114486658,0.24,0,345.4194914768482,483.3478481136285,0.077585463629024,True,77.07826118957317,0.01428706613675372,0.02881806389822685,77.9450971398816,0.0157864636038169,0.006927490234375
data,0.49066666666666664,1776433633.4518483,2026-04-17T21:47:13.451+08:00,307.10394459476043,0.08783662499446523,-53.325560573501306,6.382280453041337,0.24,0,509.2681773039388,703.0133266642122,0.09348375691026663,True,77.78389545231404,0.01549618413461355,0.04883829235065942,79.08509074831623,0.018000498524811826,0.0064697265625
data,0.512,1776433633.4693055,2026-04-17T21:47:13.469+08:00,307.10394459476043,0.08783662499446523,-51.55039184798813,6.448372239138411,0.24,0,349.0052074879127,561.6217696395697,0.03417018261909775,True,78.73721733579737,0.017293817135966796,0.037963439459058154,79.6457045206071,0.019200618634964403,0.007232666015625
